station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_kmh,max_wind_speed_kmh
Pasir Panjang,2017,1,1,34.0,10.8,20.8,30.6,27.2,31.2,25.2,9.0,31.7
Pasir Panjang,2017,1,2,0.8,0.6,0.6,0.8,26.7,28.6,25.7,7.6,28.8
Pasir Panjang,2017,1,3,0.4,0.4,0.4,0.4,27.3,31.1,25.7,8.6,24.5
Pasir Panjang,2017,1,4,1.8,1.4,1.6,1.6,27.5,30.5,24.5,12.2,41.4
Pasir Panjang,2017,1,5,3.2,2.6,3.2,3.2,28.2,31.4,25.0,10.8,40.3
Pasir Panjang,2017,1,6,0.0,0.0,0.0,0.0,29.0,31.9,26.7,6.8,21.2
Pasir Panjang,2017,1,7,0.0,0.0,0.0,0.0,30.0,32.7,27.5,6.8,21.6
Pasir Panjang,2017,1,8,0.0,0.0,0.0,0.0,29.9,33.0,28.1,9.0,29.9
Pasir Panjang,2017,1,9,0.0,0.0,0.0,0.0,29.3,32.5,27.7,10.1,30.6
Pasir Panjang,2017,1,10,0.0,0.0,0.0,0.0,28.9,32.9,27.0,10.4,28.4
Pasir Panjang,2017,1,11,0.0,0.0,0.0,0.0,28.2,31.4,26.7,11.2,32.0
Pasir Panjang,2017,1,12,0.0,0.0,0.0,0.0,28.6,31.2,26.3,9.4,37.8
Pasir Panjang,2017,1,13,0.0,0.0,0.0,0.0,28.7,32.2,26.9,9.7,31.3
Pasir Panjang,2017,1,14,0.0,0.0,0.0,0.0,28.3,30.2,26.7,9.7,32.0
Pasir Panjang,2017,1,15,0.0,0.0,0.0,0.0,28.8,31.5,27.0,12.6,50.4
Pasir Panjang,2017,1,16,0.0,0.0,0.0,0.0,28.5,30.6,26.4,14.8,39.6
Pasir Panjang,2017,1,17,0.0,0.0,0.0,0.0,28.5,31.1,26.9,7.9,23.8
Pasir Panjang,2017,1,18,1.6,0.8,1.6,1.6,27.5,31.8,26.1,9.4,30.6
Pasir Panjang,2017,1,19,2.4,2.2,2.4,2.4,27.4,31.8,25.3,8.3,34.9
Pasir Panjang,2017,1,20,1.2,1.2,1.2,1.2,26.8,28.9,24.4,11.5,50.4
Pasir Panjang,2017,1,21,7.8,2.6,4.0,4.6,27.1,30.8,24.6,9.4,31.3
Pasir Panjang,2017,1,22,4.8,2.8,3.4,3.4,27.1,30.3,25.0,13.0,45.0
Pasir Panjang,2017,1,23,85.8,22.8,29.6,49.2,25.3,27.5,23.3,9.0,54.4
Pasir Panjang,2017,1,24,9.2,2.0,2.6,3.4,24.6,25.2,24.1,15.1,41.4
Pasir Panjang,2017,1,25,2.2,1.6,2.0,2.2,26.2,29.7,23.7,11.5,41.8
Pasir Panjang,2017,1,26,0.6,0.4,0.4,0.4,27.6,31.5,25.1,10.4,36.0
Pasir Panjang,2017,1,27,0.0,0.0,0.0,0.0,27.9,31.0,25.9,14.8,43.6
Pasir Panjang,2017,1,28,0.4,0.4,0.4,0.4,26.9,29.8,25.2,13.7,40.3
Pasir Panjang,2017,1,29,0.0,0.0,0.0,0.0,26.9,29.0,25.1,11.9,32.8
Pasir Panjang,2017,1,30,2.6,2.6,2.6,2.6,26.6,29.1,24.9,11.2,46.1
Pasir Panjang,2017,1,31,0.0,0.0,0.0,0.0,27.5,30.4,25.7,11.9,36.0
Pasir Panjang,2017,2,1,0.0,0.0,0.0,0.0,27.7,31.1,25.8,10.1,33.5
Pasir Panjang,2017,2,2,0.2,0.2,0.2,0.2,27.7,31.0,25.9,9.7,28.4
Pasir Panjang,2017,2,3,7.8,7.6,7.8,7.8,28.0,32.9,24.8,11.5,29.9
Pasir Panjang,2017,2,4,0.8,0.6,0.8,0.8,27.5,32.3,26.0,10.1,30.6
Pasir Panjang,2017,2,5,0.0,0.0,0.0,0.0,27.9,31.4,26.0,12.2,36.7
Pasir Panjang,2017,2,6,0.0,0.0,0.0,0.0,28.5,32.3,26.4,12.2,32.4
Pasir Panjang,2017,2,7,0.2,0.2,0.2,0.2,27.3,30.4,25.4,12.6,49.3
Pasir Panjang,2017,2,8,16.8,7.8,7.8,13.2,27.0,31.0,23.9,9.4,41.4
Pasir Panjang,2017,2,9,0.2,0.2,0.2,0.2,28.2,32.6,26.0,8.6,30.6
Pasir Panjang,2017,2,10,0.0,0.0,0.0,0.0,28.3,32.3,25.8,15.5,42.8
Pasir Panjang,2017,2,11,0.0,0.0,0.0,0.0,27.7,31.2,26.1,19.4,50.8
Pasir Panjang,2017,2,12,1.2,0.6,0.6,1.0,26.7,29.7,25.5,17.3,52.2
Pasir Panjang,2017,2,13,0.8,0.6,0.6,0.6,27.0,30.1,25.0,15.5,56.5
Pasir Panjang,2017,2,14,0.0,0.0,0.0,0.0,27.0,30.1,24.8,16.9,53.3
Pasir Panjang,2017,2,15,1.6,0.6,0.8,1.2,26.1,29.3,23.6,15.1,46.4
Pasir Panjang,2017,2,16,0.0,0.0,0.0,0.0,27.2,29.8,25.3,16.2,43.9
Pasir Panjang,2017,2,17,0.0,0.0,0.0,0.0,27.7,31.5,25.3,15.1,36.0
Pasir Panjang,2017,2,18,0.0,0.0,0.0,0.0,27.4,30.4,25.6,13.7,35.3
Pasir Panjang,2017,2,19,0.0,0.0,0.0,0.0,28.0,31.5,25.9,13.3,36.4
Pasir Panjang,2017,2,20,0.0,0.0,0.0,0.0,28.0,32.2,26.0,11.9,36.4
Pasir Panjang,2017,2,21,0.0,0.0,0.0,0.0,27.6,32.0,24.9,10.1,42.1
Pasir Panjang,2017,2,22,0.0,0.0,0.0,0.0,28.3,32.9,26.0,9.4,33.1
Pasir Panjang,2017,2,23,0.0,0.0,0.0,0.0,27.5,30.7,26.0,9.0,31.0
Pasir Panjang,2017,2,24,15.2,2.6,4.4,7.6,25.5,27.3,24.3,10.4,50.8
Pasir Panjang,2017,2,25,2.8,2.4,2.8,2.8,27.1,32.4,24.8,7.2,34.6
Pasir Panjang,2017,2,26,5.4,2.8,2.8,4.8,27.7,31.6,26.2,8.6,53.3
Pasir Panjang,2017,2,27,0.0,0.0,0.0,0.0,27.9,30.8,25.8,10.8,36.7
Pasir Panjang,2017,2,28,23.6,22.2,22.6,23.0,27.0,29.6,24.5,11.5,50.0
Pasir Panjang,2017,3,1,36.6,9.4,13.8,19.8,25.3,28.4,23.5,9.0,50.0
Pasir Panjang,2017,3,2,0.2,0.2,0.2,0.2,27.3,30.7,25.2,11.2,42.5
Pasir Panjang,2017,3,3,20.0,14.6,17.6,17.6,26.2,29.0,23.3,11.5,42.1
Pasir Panjang,2017,3,4,2.8,1.6,1.6,1.6,26.1,29.0,24.7,7.2,25.2
Pasir Panjang,2017,3,5,10.4,7.2,10.4,10.4,27.1,31.6,24.6,9.0,48.2
Pasir Panjang,2017,3,6,1.0,1.0,1.0,1.0,27.2,31.4,25.3,8.6,33.8
Pasir Panjang,2017,3,7,2.0,2.0,2.0,2.0,27.3,31.0,25.5,8.6,27.7
Pasir Panjang,2017,3,8,0.2,0.2,0.2,0.2,27.7,31.4,25.5,10.8,29.5
Pasir Panjang,2017,3,9,0.0,0.0,0.0,0.0,27.8,31.9,25.1,11.5,36.0
Pasir Panjang,2017,3,10,0.0,0.0,0.0,0.0,27.9,31.8,25.6,10.8,34.9
Pasir Panjang,2017,3,11,12.4,7.0,12.4,12.4,27.7,31.8,25.1,8.3,41.4
Pasir Panjang,2017,3,12,4.8,2.4,3.8,4.8,27.1,29.7,24.8,7.9,31.3
Pasir Panjang,2017,3,13,0.0,0.0,0.0,0.0,28.3,31.2,26.2,8.3,24.1
Pasir Panjang,2017,3,14,0.0,0.0,0.0,0.0,27.3,29.8,25.0,9.0,29.2
Pasir Panjang,2017,3,15,0.0,0.0,0.0,0.0,28.9,31.9,26.8,8.3,24.5
Pasir Panjang,2017,3,16,0.0,0.0,0.0,0.0,28.9,31.8,27.2,10.4,34.6
Pasir Panjang,2017,3,17,1.8,1.8,1.8,1.8,27.9,31.3,26.1,7.9,29.2
Pasir Panjang,2017,3,18,4.4,4.0,4.2,4.4,28.2,31.6,26.1,7.2,28.8
Pasir Panjang,2017,3,19,0.0,0.0,0.0,0.0,28.4,31.2,26.4,7.2,22.3
Pasir Panjang,2017,3,20,4.0,1.6,2.8,4.0,27.4,29.6,25.3,13.7,57.6
Pasir Panjang,2017,3,21,0.0,0.0,0.0,0.0,28.8,32.7,26.2,12.2,34.2
Pasir Panjang,2017,3,22,8.0,7.6,8.0,8.0,28.1,33.0,25.2,8.6,37.1
Pasir Panjang,2017,3,23,0.0,0.0,0.0,0.0,29.2,32.2,26.6,9.0,26.3
Pasir Panjang,2017,3,24,0.0,0.0,0.0,0.0,28.5,30.7,26.2,9.7,38.5
Pasir Panjang,2017,3,25,0.4,0.4,0.4,0.4,28.3,32.8,26.1,8.6,40.0
Pasir Panjang,2017,3,26,0.0,0.0,0.0,0.0,29.3,33.9,27.0,8.6,28.4
Pasir Panjang,2017,3,27,7.4,6.4,6.4,7.4,29.1,32.3,26.7,8.3,27.4
Pasir Panjang,2017,3,28,0.6,0.4,0.4,0.4,27.7,29.5,26.8,7.6,25.6
Pasir Panjang,2017,3,29,0.0,0.0,0.0,0.0,27.8,31.6,26.5,7.2,29.9
Pasir Panjang,2017,3,30,5.4,2.0,2.8,3.4,26.5,29.6,24.9,8.3,61.6
Pasir Panjang,2017,3,31,0.0,0.0,0.0,0.0,27.9,31.0,26.0,6.8,24.8
Pasir Panjang,2017,4,1,13.0,8.0,10.8,11.2,27.5,31.5,25.4,7.2,20.9
Pasir Panjang,2017,4,2,0.2,0.2,0.2,0.2,28.0,30.1,26.1,12.2,36.0
Pasir Panjang,2017,4,3,19.4,15.2,16.4,19.2,27.9,29.2,23.3,9.4,37.8
Pasir Panjang,2017,4,4,8.2,4.0,4.8,7.2,28.7,31.6,24.7,12.2,51.8
Pasir Panjang,2017,4,5,0.0,0.0,0.0,0.0,29.1,31.2,26.7,16.2,55.1
Pasir Panjang,2017,4,6,0.0,0.0,0.0,0.0,29.6,32.4,28.1,11.9,32.8
Pasir Panjang,2017,4,7,29.6,12.2,21.4,25.8,28.4,32.2,23.9,10.4,63.0
Pasir Panjang,2017,4,8,1.6,0.6,0.8,1.2,27.7,28.8,25.4,7.9,72.4
Pasir Panjang,2017,4,9,0.0,0.0,0.0,0.0,28.7,32.3,26.3,6.8,24.8
Pasir Panjang,2017,4,10,20.8,16.4,19.2,20.0,27.8,28.8,24.5,6.8,29.2
Pasir Panjang,2017,4,11,0.0,0.0,0.0,0.0,29.3,31.5,27.8,9.0,35.3
Pasir Panjang,2017,4,12,21.8,18.0,19.6,19.8,28.6,31.1,24.8,7.2,28.8
Pasir Panjang,2017,4,13,4.8,1.8,1.8,2.8,27.6,29.3,25.0,7.9,32.4
Pasir Panjang,2017,4,14,7.4,6.8,7.0,7.2,27.7,31.1,26.1,5.8,37.8
Pasir Panjang,2017,4,15,21.4,14.0,17.4,20.4,27.6,33.0,25.6,8.6,42.8
Pasir Panjang,2017,4,16,0.0,0.0,0.0,0.0,28.6,32.0,26.1,6.5,23.4
Pasir Panjang,2017,4,17,4.0,2.8,2.8,4.0,29.0,33.3,26.3,7.2,50.0
Pasir Panjang,2017,4,18,23.4,14.0,16.8,20.6,27.3,32.3,24.5,7.9,44.3
Pasir Panjang,2017,4,19,0.0,0.0,0.0,0.0,28.3,31.1,25.3,7.9,30.6
Pasir Panjang,2017,4,20,0.0,0.0,0.0,0.0,28.7,30.6,26.5,7.9,28.8
Pasir Panjang,2017,4,21,40.8,16.2,30.6,38.4,28.1,30.5,23.6,10.4,45.7
Pasir Panjang,2017,4,22,0.0,0.0,0.0,0.0,29.1,31.1,27.1,9.0,33.5
Pasir Panjang,2017,4,23,0.0,0.0,0.0,0.0,29.3,31.3,27.6,6.8,23.0
Pasir Panjang,2017,4,24,4.0,3.2,3.6,3.6,28.3,30.8,26.6,6.8,25.9
Pasir Panjang,2017,4,25,26.4,15.8,20.8,26.2,27.6,31.1,24.7,6.5,33.1
Pasir Panjang,2017,4,26,6.6,2.2,2.8,2.8,27.6,29.0,26.4,7.9,27.7
Pasir Panjang,2017,4,27,58.0,29.0,35.4,43.2,27.9,30.6,24.0,11.9,49.3
Pasir Panjang,2017,4,28,2.0,1.0,1.2,1.6,28.0,31.1,24.8,10.1,51.5
Pasir Panjang,2017,4,29,15.6,10.6,12.4,12.4,28.1,29.5,24.6,6.1,35.3
Pasir Panjang,2017,4,30,0.0,0.0,0.0,0.0,29.1,32.1,27.4,8.6,27.7
Pasir Panjang,2017,5,1,0.0,0.0,0.0,0.0,29.3,32.0,27.8,7.6,25.6
Pasir Panjang,2017,5,2,22.0,15.4,15.8,19.2,28.4,29.5,25.3,7.2,34.6
Pasir Panjang,2017,5,3,0.4,0.4,0.4,0.4,29.3,31.3,27.4,7.2,21.2
Pasir Panjang,2017,5,4,4.4,2.8,4.4,4.4,29.1,31.1,26.7,7.9,39.6
Pasir Panjang,2017,5,5,0.0,0.0,0.0,0.0,29.2,30.7,27.7,8.6,31.0
Pasir Panjang,2017,5,6,76.2,33.4,56.0,63.0,28.3,30.5,24.3,7.6,49.7
Pasir Panjang,2017,5,7,6.8,4.4,5.0,6.2,28.4,29.7,25.3,9.4,36.7
Pasir Panjang,2017,5,8,3.8,3.4,3.6,3.8,28.6,30.6,26.0,9.7,33.8
Pasir Panjang,2017,5,9,0.2,0.2,0.2,0.2,29.7,32.0,26.9,9.4,39.2
Pasir Panjang,2017,5,10,1.8,0.6,0.8,1.2,28.1,30.4,26.3,7.6,33.1
Pasir Panjang,2017,5,11,0.4,0.2,0.4,0.4,28.4,30.5,25.4,7.9,28.8
Pasir Panjang,2017,5,12,24.6,13.2,14.8,17.8,28.5,30.7,25.3,7.9,33.8
Pasir Panjang,2017,5,13,3.6,3.6,3.6,3.6,29.2,30.9,26.9,7.9,44.6
Pasir Panjang,2017,5,14,0.0,0.0,0.0,0.0,30.0,32.3,28.5,9.0,25.2
Pasir Panjang,2017,5,15,2.0,0.6,0.8,1.2,28.8,30.5,26.7,9.4,47.2
Pasir Panjang,2017,5,16,0.0,0.0,0.0,0.0,29.2,31.4,27.9,9.0,33.5
Pasir Panjang,2017,5,17,0.0,0.0,0.0,0.0,30.4,33.2,29.0,9.7,28.1
Pasir Panjang,2017,5,18,0.0,0.0,0.0,0.0,29.8,32.1,27.9,10.4,34.2
Pasir Panjang,2017,5,19,0.0,0.0,0.0,0.0,29.6,31.6,27.9,9.7,37.8
Pasir Panjang,2017,5,20,0.0,0.0,0.0,0.0,30.1,32.2,29.2,8.6,24.1
Pasir Panjang,2017,5,21,3.4,1.6,2.8,3.2,28.8,31.5,26.3,10.4,48.6
Pasir Panjang,2017,5,22,35.2,23.6,25.2,28.8,28.6,31.9,23.1,10.4,45.4
Pasir Panjang,2017,5,23,0.0,0.0,0.0,0.0,29.8,32.8,27.7,10.1,34.2
Pasir Panjang,2017,5,24,23.2,6.4,12.4,16.6,27.1,29.8,24.3,9.0,56.2
Pasir Panjang,2017,5,25,0.0,0.0,0.0,0.0,28.6,32.2,26.5,9.0,32.8
Pasir Panjang,2017,5,26,11.4,3.4,5.8,8.0,28.0,31.2,25.2,9.7,78.1
Pasir Panjang,2017,5,27,0.0,0.0,0.0,0.0,29.1,31.6,26.9,6.5,19.4
Pasir Panjang,2017,5,28,0.0,0.0,0.0,0.0,29.4,30.7,28.0,9.0,24.1
Pasir Panjang,2017,5,29,0.0,0.0,0.0,0.0,29.9,31.9,28.8,9.4,23.8
Pasir Panjang,2017,5,30,10.8,6.6,7.6,8.2,27.4,29.7,24.2,9.7,59.8
Pasir Panjang,2017,5,31,46.0,22.8,25.8,32.8,28.9,32.5,25.0,11.9,46.8
Pasir Panjang,2017,6,1,3.2,1.6,2.4,3.0,28.4,30.5,25.8,9.0,29.9
Pasir Panjang,2017,6,2,0.0,0.0,0.0,0.0,29.5,31.3,28.4,9.4,23.0
Pasir Panjang,2017,6,3,0.0,0.0,0.0,0.0,30.0,32.4,28.8,10.1,26.6
Pasir Panjang,2017,6,4,0.0,0.0,0.0,0.0,30.5,33.1,29.0,9.7,26.3
Pasir Panjang,2017,6,5,0.0,0.0,0.0,0.0,30.5,32.6,29.1,9.7,20.9
Pasir Panjang,2017,6,6,0.0,0.0,0.0,0.0,30.2,33.0,29.0,10.1,23.0
Pasir Panjang,2017,6,7,0.0,0.0,0.0,0.0,30.4,32.6,28.9,10.1,21.2
Pasir Panjang,2017,6,8,0.0,0.0,0.0,0.0,30.2,32.2,28.9,11.9,24.5
Pasir Panjang,2017,6,9,0.0,0.0,0.0,0.0,30.4,32.8,28.9,10.4,23.8
Pasir Panjang,2017,6,10,12.8,8.2,8.4,8.4,29.0,32.2,25.5,10.4,57.6
Pasir Panjang,2017,6,11,0.0,0.0,0.0,0.0,28.4,30.4,26.3,9.7,33.1
Pasir Panjang,2017,6,12,0.0,0.0,0.0,0.0,29.8,32.0,28.6,9.4,25.6
Pasir Panjang,2017,6,13,0.0,0.0,0.0,0.0,30.1,32.8,28.4,9.7,27.7
Pasir Panjang,2017,6,14,80.0,38.0,63.2,79.8,28.4,30.6,24.1,10.8,67.0
Pasir Panjang,2017,6,15,0.0,0.0,0.0,0.0,29.7,32.5,27.7,7.9,27.0
Pasir Panjang,2017,6,16,0.0,0.0,0.0,0.0,29.0,31.6,27.1,8.3,43.2
Pasir Panjang,2017,6,17,0.0,0.0,0.0,0.0,29.7,32.2,27.6,8.6,25.2
Pasir Panjang,2017,6,18,8.8,5.4,5.8,6.2,27.8,29.7,25.2,12.2,71.6
Pasir Panjang,2017,6,19,0.0,0.0,0.0,0.0,28.7,30.7,26.0,10.8,39.2
Pasir Panjang,2017,6,20,0.0,0.0,0.0,0.0,29.5,31.4,27.5,8.6,20.9
Pasir Panjang,2017,6,21,0.0,0.0,0.0,0.0,29.4,31.0,28.5,9.0,22.0
Pasir Panjang,2017,6,22,0.0,0.0,0.0,0.0,29.6,31.2,28.3,8.6,22.3
Pasir Panjang,2017,6,23,0.0,0.0,0.0,0.0,27.8,29.9,24.5,14.4,89.6
Pasir Panjang,2017,6,24,0.0,0.0,0.0,0.0,29.2,31.5,27.4,8.3,24.1
Pasir Panjang,2017,6,25,19.0,14.4,17.6,18.4,28.0,29.4,24.2,7.2,53.6
Pasir Panjang,2017,6,26,0.0,0.0,0.0,0.0,28.6,31.3,25.5,9.4,31.3
Pasir Panjang,2017,6,27,1.8,0.8,1.2,1.4,27.2,29.1,25.1,6.8,38.9
Pasir Panjang,2017,6,28,25.8,20.4,25.6,25.8,28.2,31.9,22.9,6.8,51.1
Pasir Panjang,2017,6,29,6.4,6.2,6.2,6.4,27.8,30.0,24.5,9.7,55.8
Pasir Panjang,2017,6,30,0.0,0.0,0.0,0.0,28.9,31.8,27.2,9.4,25.9
Pasir Panjang,2017,7,1,0.0,0.0,0.0,0.0,29.9,32.2,28.3,9.0,26.3
Pasir Panjang,2017,7,2,0.0,0.0,0.0,0.0,29.7,31.9,28.1,9.0,27.7
Pasir Panjang,2017,7,3,0.4,0.2,0.2,0.2,27.5,29.2,25.2,12.2,46.4
Pasir Panjang,2017,7,4,0.0,0.0,0.0,0.0,28.7,30.5,27.3,9.7,33.1
Pasir Panjang,2017,7,5,2.2,1.0,1.4,2.0,28.2,31.1,25.2,9.7,51.5
Pasir Panjang,2017,7,6,4.2,4.2,4.2,4.2,28.6,30.1,26.5,10.1,26.6
Pasir Panjang,2017,7,7,0.0,0.0,0.0,0.0,29.0,31.3,26.5,10.4,32.0
Pasir Panjang,2017,7,8,1.8,1.6,1.6,1.8,28.6,29.9,25.5,10.1,37.1
Pasir Panjang,2017,7,9,0.0,0.0,0.0,0.0,27.9,29.7,26.1,10.8,43.2
Pasir Panjang,2017,7,10,0.0,0.0,0.0,0.0,29.1,31.6,27.5,9.0,37.1
Pasir Panjang,2017,7,11,0.0,0.0,0.0,0.0,28.4,29.5,26.2,14.4,53.6
Pasir Panjang,2017,7,12,19.0,13.6,16.0,17.4,26.9,28.7,23.7,11.9,47.2
Pasir Panjang,2017,7,13,10.0,6.6,6.8,6.8,28.2,30.3,24.4,9.0,46.1
Pasir Panjang,2017,7,14,16.8,5.0,6.6,9.8,27.0,28.6,24.8,7.9,36.4
Pasir Panjang,2017,7,15,19.0,13.8,17.8,19.0,28.0,30.0,23.8,10.4,48.2
Pasir Panjang,2017,7,16,0.0,0.0,0.0,0.0,28.7,31.5,27.5,14.0,33.8
Pasir Panjang,2017,7,17,0.0,0.0,0.0,0.0,29.3,31.7,27.7,11.9,32.4
Pasir Panjang,2017,7,18,0.0,0.0,0.0,0.0,29.0,30.6,28.1,10.1,28.4
Pasir Panjang,2017,7,19,0.0,0.0,0.0,0.0,28.7,31.0,27.4,10.4,28.4
Pasir Panjang,2017,7,20,0.0,0.0,0.0,0.0,29.1,31.5,27.8,9.7,23.0
Pasir Panjang,2017,7,21,0.0,0.0,0.0,0.0,29.4,31.7,28.1,11.2,27.0
Pasir Panjang,2017,7,22,0.0,0.0,0.0,0.0,29.7,32.3,28.2,11.5,28.1
Pasir Panjang,2017,7,23,0.0,0.0,0.0,0.0,29.7,32.9,28.1,10.1,23.8
Pasir Panjang,2017,7,24,0.0,0.0,0.0,0.0,29.5,31.9,28.1,11.5,27.4
Pasir Panjang,2017,7,25,0.0,0.0,0.0,0.0,29.6,32.1,28.1,12.2,25.2
Pasir Panjang,2017,7,26,2.8,2.6,2.8,2.8,28.9,30.3,25.8,10.8,39.2
Pasir Panjang,2017,7,27,0.0,0.0,0.0,0.0,29.6,31.6,28.4,10.8,31.3
Pasir Panjang,2017,7,28,0.0,0.0,0.0,0.0,29.7,32.3,28.2,10.1,27.4
Pasir Panjang,2017,7,29,0.0,0.0,0.0,0.0,29.7,31.5,28.3,10.1,33.5
Pasir Panjang,2017,7,30,0.0,0.0,0.0,0.0,29.8,33.0,28.6,10.1,23.0
Pasir Panjang,2017,7,31,0.0,0.0,0.0,0.0,29.7,32.0,28.4,9.7,28.1
Pasir Panjang,2017,8,1,0.4,0.4,0.4,0.4,29.9,32.2,27.9,10.1,34.2
Pasir Panjang,2017,8,2,0.0,0.0,0.0,0.0,29.7,31.5,28.6,13.0,35.6
Pasir Panjang,2017,8,3,0.0,0.0,0.0,0.0,29.6,31.4,28.3,11.9,31.0
Pasir Panjang,2017,8,4,0.0,0.0,0.0,0.0,29.6,32.2,28.0,11.2,28.4
Pasir Panjang,2017,8,5,0.0,0.0,0.0,0.0,29.6,32.0,28.3,11.5,32.0
Pasir Panjang,2017,8,6,1.4,1.0,1.0,1.0,29.2,31.9,27.1,10.4,66.2
Pasir Panjang,2017,8,7,0.6,0.6,0.6,0.6,29.0,30.3,27.1,9.7,34.6
Pasir Panjang,2017,8,8,4.4,4.4,4.4,4.4,27.9,30.1,26.3,8.6,32.8
Pasir Panjang,2017,8,9,0.0,0.0,0.0,0.0,27.9,30.2,25.7,11.5,40.7
Pasir Panjang,2017,8,10,0.0,0.0,0.0,0.0,28.9,30.6,27.2,7.6,21.6
Pasir Panjang,2017,8,11,3.8,2.6,2.8,3.2,27.5,28.8,24.6,8.6,44.3
Pasir Panjang,2017,8,12,28.0,11.0,14.2,14.2,26.7,29.0,23.9,7.6,30.6
Pasir Panjang,2017,8,13,0.0,0.0,0.0,0.0,27.5,29.3,26.4,13.0,37.4
Pasir Panjang,2017,8,14,0.0,0.0,0.0,0.0,28.7,30.9,27.2,10.1,27.7
Pasir Panjang,2017,8,15,10.8,9.0,10.4,10.8,27.4,28.5,23.2,9.4,37.1
Pasir Panjang,2017,8,16,0.0,0.0,0.0,0.0,28.3,31.1,26.8,9.0,25.2
Pasir Panjang,2017,8,17,24.8,8.4,10.8,16.0,27.6,31.4,24.1,9.4,25.2
Pasir Panjang,2017,8,18,0.0,0.0,0.0,0.0,28.3,31.5,25.7,8.6,29.2
Pasir Panjang,2017,8,19,13.8,13.6,13.6,13.6,28.8,31.9,25.2,10.1,43.2
Pasir Panjang,2017,8,20,0.0,0.0,0.0,0.0,29.3,31.9,27.9,10.4,26.3
Pasir Panjang,2017,8,21,0.0,0.0,0.0,0.0,29.3,31.5,27.9,9.7,32.0
Pasir Panjang,2017,8,22,0.0,0.0,0.0,0.0,27.9,29.0,26.2,10.8,31.3
Pasir Panjang,2017,8,23,0.0,0.0,0.0,0.0,29.2,31.8,28.1,10.4,28.8
Pasir Panjang,2017,8,24,4.4,4.2,4.4,4.4,29.1,31.1,27.0,10.8,33.5
Pasir Panjang,2017,8,25,0.0,0.0,0.0,0.0,28.6,30.1,27.2,10.4,28.8
Pasir Panjang,2017,8,26,0.0,0.0,0.0,0.0,29.2,31.6,27.9,10.8,28.1
Pasir Panjang,2017,8,27,0.8,0.4,0.6,0.8,28.2,30.3,25.5,10.8,31.3
Pasir Panjang,2017,8,28,0.0,0.0,0.0,0.0,28.8,30.0,28.0,9.4,26.6
Pasir Panjang,2017,8,29,0.8,0.4,0.6,0.6,27.4,29.8,25.0,9.0,40.0
Pasir Panjang,2017,8,30,0.0,0.0,0.0,0.0,28.4,30.7,26.8,7.6,24.1
Pasir Panjang,2017,8,31,0.0,0.0,0.0,0.0,29.4,31.9,28.0,10.8,31.7
Pasir Panjang,2017,9,1,0.0,0.0,0.0,0.0,29.3,31.4,27.9,11.5,29.5
Pasir Panjang,2017,9,2,0.0,0.0,0.0,0.0,29.6,32.0,28.0,11.5,31.0
Pasir Panjang,2017,9,3,0.0,0.0,0.0,0.0,29.6,32.5,28.1,12.2,28.8
Pasir Panjang,2017,9,4,0.0,0.0,0.0,0.0,29.0,30.7,27.5,9.4,32.0
Pasir Panjang,2017,9,5,1.4,1.0,1.4,1.4,29.2,31.1,26.0,10.4,42.5
Pasir Panjang,2017,9,6,6.0,5.2,5.4,5.6,27.6,28.7,25.1,8.3,31.0
Pasir Panjang,2017,9,7,1.8,1.8,1.8,1.8,28.4,30.1,25.5,9.0,32.4
Pasir Panjang,2017,9,8,0.0,0.0,0.0,0.0,28.2,31.0,26.3,9.7,34.2
Pasir Panjang,2017,9,9,6.4,6.2,6.4,6.4,28.4,30.8,24.9,7.2,40.7
Pasir Panjang,2017,9,10,0.4,0.2,0.2,0.2,28.5,30.5,25.7,7.9,53.3
Pasir Panjang,2017,9,11,9.6,4.2,5.2,6.6,27.1,28.9,24.3,10.1,53.6
Pasir Panjang,2017,9,12,0.0,0.0,0.0,0.0,29.2,32.0,26.7,8.3,21.6
Pasir Panjang,2017,9,13,0.0,0.0,0.0,0.0,29.6,32.0,27.7,9.7,26.3
Pasir Panjang,2017,9,14,2.6,2.6,2.6,2.6,28.7,31.4,26.2,9.4,34.2
Pasir Panjang,2017,9,15,8.4,3.2,4.8,6.6,27.9,29.8,24.7,8.3,37.1
Pasir Panjang,2017,9,16,12.0,6.6,7.0,12.0,27.4,29.5,23.7,11.5,49.0
Pasir Panjang,2017,9,17,5.8,5.4,5.4,5.4,28.9,32.8,25.4,11.2,38.2
Pasir Panjang,2017,9,18,37.4,24.8,34.8,36.0,27.7,32.3,24.0,7.6,40.7
Pasir Panjang,2017,9,19,0.6,0.6,0.6,0.6,27.3,29.6,26.1,7.2,27.0
Pasir Panjang,2017,9,20,10.0,8.6,9.4,9.4,27.3,29.2,23.9,13.7,90.0
Pasir Panjang,2017,9,21,3.0,1.2,1.6,1.8,27.3,29.8,24.3,11.2,67.3
Pasir Panjang,2017,9,22,5.6,5.6,5.6,5.6,29.3,31.4,26.6,7.9,23.8
Pasir Panjang,2017,9,23,0.0,0.0,0.0,0.0,29.1,31.4,28.2,10.1,32.4
