station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_kmh,max_wind_speed_kmh
Pasir Panjang,2019,4,13,0.0,0.0,0.0,0.0,29.5,32.8,26.6,8.3,43.6
Pasir Panjang,2019,4,14,0.0,0.0,0.0,0.0,29.3,31.8,27.9,9.0,31.0
Pasir Panjang,2019,4,15,0.0,0.0,0.0,0.0,29.9,33.9,27.4,9.7,28.4
Pasir Panjang,2019,4,16,0.4,0.4,0.4,0.4,30.6,33.3,28.3,8.6,22.3
Pasir Panjang,2019,4,17,0.0,0.0,0.0,0.0,30.1,33.2,27.1,9.7,33.1
Pasir Panjang,2019,4,18,0.0,0.0,0.0,0.0,30.3,34.1,28.3,8.6,24.8
Pasir Panjang,2019,4,19,0.2,0.2,0.2,0.2,29.6,33.2,27.3,9.7,41.0
Pasir Panjang,2019,4,20,3.4,3.2,3.2,3.4,28.8,30.0,25.2,9.4,54.7
Pasir Panjang,2019,4,21,0.0,0.0,0.0,0.0,29.8,32.1,27.9,7.9,26.6
Pasir Panjang,2019,4,22,0.4,0.2,0.4,0.4,29.1,30.9,28.0,8.6,28.8
Pasir Panjang,2019,4,23,64.8,22.2,25.2,46.6,27.9,32.1,24.9,11.9,45.7
Pasir Panjang,2019,4,24,5.4,4.8,5.2,5.2,28.4,30.2,27.0,10.1,27.0
Pasir Panjang,2019,4,25,0.0,0.0,0.0,0.0,29.1,31.0,28.2,9.7,40.3
Pasir Panjang,2019,4,26,22.0,7.8,8.8,12.6,26.6,28.7,24.9,15.5,64.1
Pasir Panjang,2019,4,27,10.2,5.8,6.4,6.4,28.0,29.7,24.9,11.2,49.3
Pasir Panjang,2019,4,28,0.2,0.2,0.2,0.2,29.3,32.0,26.4,9.7,50.8
Pasir Panjang,2019,4,29,0.0,0.0,0.0,0.0,29.7,33.1,27.3,10.1,31.3
Pasir Panjang,2019,4,30,0.0,0.0,0.0,0.0,29.0,31.7,27.0,11.2,27.4
Pasir Panjang,2019,5,1,0.0,0.0,0.0,0.0,29.8,31.5,28.2,13.7,30.2
Pasir Panjang,2019,5,2,0.0,0.0,0.0,0.0,30.3,33.2,28.6,9.0,31.7
Pasir Panjang,2019,5,3,6.2,6.0,6.2,6.2,30.1,32.5,26.4,9.4,51.1
Pasir Panjang,2019,5,4,8.8,8.4,8.6,8.8,29.3,30.7,26.6,8.3,35.3
Pasir Panjang,2019,5,5,0.0,0.0,0.0,0.0,28.8,30.3,26.9,18.7,68.8
Pasir Panjang,2019,5,6,0.0,0.0,0.0,0.0,30.1,31.7,29.1,25.2,54.7
Pasir Panjang,2019,5,7,0.0,0.0,0.0,0.0,30.4,32.3,28.9,12.2,37.1
Pasir Panjang,2019,5,8,54.0,18.2,24.4,27.0,27.4,30.6,22.4,11.9,89.3
Pasir Panjang,2019,5,9,0.0,0.0,0.0,0.0,30.0,32.3,27.7,15.5,41.8
Pasir Panjang,2019,5,10,21.0,12.4,16.6,17.0,29.4,31.8,22.8,14.0,90.0
Pasir Panjang,2019,5,11,0.4,0.4,0.4,0.4,29.5,31.0,27.0,10.1,53.6
Pasir Panjang,2019,5,12,8.2,7.8,8.2,8.2,29.9,32.5,25.7,8.6,53.6
Pasir Panjang,2019,5,13,4.0,2.0,3.0,3.2,29.3,31.2,26.2,9.7,35.6
Pasir Panjang,2019,5,14,0.0,0.0,0.0,0.0,29.5,32.7,27.7,9.4,32.8
Pasir Panjang,2019,5,15,6.4,6.4,6.4,6.4,29.6,31.8,27.7,9.0,32.0
Pasir Panjang,2019,5,16,41.0,19.6,19.8,19.8,28.4,30.4,24.7,12.2,59.4
Pasir Panjang,2019,5,17,23.6,18.8,21.6,22.0,27.8,29.5,24.3,13.7,49.0
Pasir Panjang,2019,5,18,0.0,0.0,0.0,0.0,29.3,30.7,27.8,10.8,33.8
Pasir Panjang,2019,5,19,40.8,21.8,33.0,40.6,28.0,29.7,22.8,8.6,63.0
Pasir Panjang,2019,5,20,13.6,11.2,12.8,13.6,28.6,30.7,25.6,9.0,24.8
Pasir Panjang,2019,5,21,0.0,0.0,0.0,0.0,28.8,31.2,27.3,9.7,34.9
Pasir Panjang,2019,5,22,1.8,1.0,1.2,1.6,28.4,31.2,25.9,7.6,36.7
Pasir Panjang,2019,5,23,0.0,0.0,0.0,0.0,29.5,31.3,26.5,8.6,28.1
Pasir Panjang,2019,5,24,0.0,0.0,0.0,0.0,30.3,33.1,29.0,7.9,34.2
Pasir Panjang,2019,5,25,7.8,7.8,7.8,7.8,29.5,31.7,25.4,8.3,40.0
Pasir Panjang,2019,5,26,0.0,0.0,0.0,0.0,29.9,32.2,28.5,8.6,34.6
Pasir Panjang,2019,5,27,0.0,0.0,0.0,0.0,29.9,32.0,28.9,9.0,33.5
Pasir Panjang,2019,5,28,0.0,0.0,0.0,0.0,30.0,31.9,27.4,9.0,42.1
Pasir Panjang,2019,5,29,0.0,0.0,0.0,0.0,29.9,32.2,28.4,7.9,25.2
Pasir Panjang,2019,5,30,5.4,2.4,4.2,4.8,28.6,31.2,26.3,9.4,54.0
Pasir Panjang,2019,5,31,0.0,0.0,0.0,0.0,29.0,31.2,27.0,8.3,36.7
Pasir Panjang,2019,6,1,2.6,2.6,2.6,2.6,28.6,31.6,27.0,11.2,43.2
Pasir Panjang,2019,6,2,76.4,31.8,39.4,39.8,28.5,31.4,23.5,10.8,51.8
Pasir Panjang,2019,6,3,67.6,33.8,57.4,64.4,27.5,29.3,24.7,12.2,50.8
Pasir Panjang,2019,6,4,0.0,0.0,0.0,0.0,28.3,30.2,26.3,9.7,22.7
Pasir Panjang,2019,6,5,0.0,0.0,0.0,0.0,29.3,31.5,28.0,8.3,39.2
Pasir Panjang,2019,6,6,15.0,11.4,12.4,13.0,27.8,29.5,25.3,9.7,43.6
Pasir Panjang,2019,6,7,24.2,8.0,10.6,14.0,26.7,28.0,24.2,10.4,34.6
Pasir Panjang,2019,6,8,7.0,6.8,6.8,7.0,27.6,29.2,24.9,9.4,31.7
Pasir Panjang,2019,6,9,5.6,5.6,5.6,5.6,28.6,30.9,25.8,8.6,31.3
Pasir Panjang,2019,6,10,0.0,0.0,0.0,0.0,30.0,32.6,28.4,7.2,23.8
Pasir Panjang,2019,6,11,5.6,1.4,1.6,1.6,29.7,32.1,25.9,9.0,33.8
Pasir Panjang,2019,6,12,10.2,1.6,2.8,5.0,27.3,28.8,25.1,13.3,49.7
Pasir Panjang,2019,6,13,1.2,0.6,0.8,1.0,28.9,30.2,28.0,9.4,33.1
Pasir Panjang,2019,6,14,0.2,0.2,0.2,0.2,29.4,31.9,28.1,10.8,33.8
Pasir Panjang,2019,6,15,1.2,0.8,1.2,1.2,28.5,30.3,26.2,14.4,49.3
Pasir Panjang,2019,6,16,0.0,0.0,0.0,0.0,29.6,32.2,28.5,8.6,31.7
Pasir Panjang,2019,6,17,1.6,1.2,1.2,1.4,29.2,30.3,26.4,7.9,33.5
Pasir Panjang,2019,6,18,5.8,2.2,2.2,2.2,27.7,29.4,25.6,9.4,40.0
Pasir Panjang,2019,6,19,2.6,1.0,1.6,1.6,28.2,28.8,26.1,8.3,36.7
Pasir Panjang,2019,6,20,0.0,0.0,0.0,0.0,29.2,30.6,28.2,9.4,32.8
Pasir Panjang,2019,6,21,0.6,0.6,0.6,0.6,28.4,31.0,27.3,10.4,36.7
Pasir Panjang,2019,6,22,4.6,2.8,3.2,4.0,27.5,29.3,24.0,14.8,57.6
Pasir Panjang,2019,6,23,0.0,0.0,0.0,0.0,28.9,31.2,26.9,9.7,31.7
Pasir Panjang,2019,6,24,0.0,0.0,0.0,0.0,29.4,32.2,28.2,9.0,53.6
Pasir Panjang,2019,6,25,0.0,0.0,0.0,0.0,29.9,32.5,28.5,9.0,24.5
Pasir Panjang,2019,6,26,6.4,5.6,6.4,6.4,28.4,30.3,25.0,12.6,74.9
Pasir Panjang,2019,6,27,0.0,0.0,0.0,0.0,29.4,31.5,27.8,8.3,23.0
Pasir Panjang,2019,6,28,0.0,0.0,0.0,0.0,29.8,31.9,28.5,9.0,31.7
Pasir Panjang,2019,6,29,0.4,0.4,0.4,0.4,29.3,31.8,27.8,10.1,35.3
Pasir Panjang,2019,6,30,0.4,0.4,0.4,0.4,29.0,30.8,26.8,9.7,36.4
Pasir Panjang,2019,7,1,0.0,0.0,0.0,0.0,29.6,31.6,28.5,8.6,29.9
Pasir Panjang,2019,7,2,0.0,0.0,0.0,0.0,29.7,31.9,28.6,8.6,28.4
Pasir Panjang,2019,7,3,21.6,19.4,21.6,21.6,28.9,30.7,21.1,10.1,83.9
Pasir Panjang,2019,7,4,2.0,2.0,2.0,2.0,29.4,31.5,26.4,9.0,42.1
Pasir Panjang,2019,7,5,0.0,0.0,0.0,0.0,29.6,32.4,28.3,9.4,31.0
Pasir Panjang,2019,7,6,0.0,0.0,0.0,0.0,29.6,32.0,28.4,9.0,34.9
Pasir Panjang,2019,7,7,1.2,1.0,1.2,1.2,29.1,31.5,28.0,9.7,38.2
Pasir Panjang,2019,7,8,3.4,2.4,2.4,2.4,28.6,30.7,25.5,8.3,42.8
Pasir Panjang,2019,7,9,9.6,3.6,4.8,5.8,27.8,29.3,24.5,10.1,49.7
Pasir Panjang,2019,7,10,0.0,0.0,0.0,0.0,29.4,32.0,27.9,11.2,32.4
Pasir Panjang,2019,7,11,0.0,0.0,0.0,0.0,29.7,32.3,27.9,9.7,30.2
Pasir Panjang,2019,7,12,0.0,0.0,0.0,0.0,29.7,32.2,27.9,8.3,26.6
Pasir Panjang,2019,7,13,0.0,0.0,0.0,0.0,29.7,31.8,28.3,9.4,26.6
Pasir Panjang,2019,7,14,0.0,0.0,0.0,0.0,29.7,32.1,28.4,9.0,22.7
Pasir Panjang,2019,7,15,0.6,0.6,0.6,0.6,27.7,29.1,25.4,13.3,65.5
Pasir Panjang,2019,7,16,0.0,0.0,0.0,0.0,29.3,32.1,27.7,8.6,38.5
Pasir Panjang,2019,7,17,0.0,0.0,0.0,0.0,29.3,31.0,28.3,9.4,30.6
Pasir Panjang,2019,7,18,0.0,0.0,0.0,0.0,29.3,31.0,28.2,10.1,28.4
Pasir Panjang,2019,7,19,0.0,0.0,0.0,0.0,29.2,31.4,28.1,8.6,26.6
Pasir Panjang,2019,7,20,0.0,0.0,0.0,0.0,29.4,31.4,28.1,9.0,28.4
Pasir Panjang,2019,7,21,0.0,0.0,0.0,0.0,28.9,30.7,27.9,8.3,34.9
Pasir Panjang,2019,7,22,0.0,0.0,0.0,0.0,28.6,31.0,27.8,8.6,34.2
Pasir Panjang,2019,7,23,28.0,11.8,20.2,26.4,27.6,28.8,23.6,10.1,53.6
Pasir Panjang,2019,7,24,11.8,8.2,8.2,11.6,28.6,30.5,25.3,8.6,32.8
Pasir Panjang,2019,7,25,0.0,0.0,0.0,0.0,29.1,31.4,28.0,9.0,36.4
Pasir Panjang,2019,7,26,0.0,0.0,0.0,0.0,29.4,32.0,27.8,9.0,35.6
Pasir Panjang,2019,7,27,0.0,0.0,0.0,0.0,29.4,32.2,28.0,10.4,31.3
Pasir Panjang,2019,7,28,0.0,0.0,0.0,0.0,29.4,31.3,27.9,10.1,27.0
Pasir Panjang,2019,7,29,0.0,0.0,0.0,0.0,29.7,32.9,28.2,10.4,32.0
Pasir Panjang,2019,7,30,2.0,1.8,1.8,1.8,29.3,32.0,27.4,9.7,36.0
Pasir Panjang,2019,7,31,0.0,0.0,0.0,0.0,29.5,31.0,28.6,9.7,31.7
Pasir Panjang,2019,8,1,0.0,0.0,0.0,0.0,29.4,31.5,28.1,9.4,41.8
Pasir Panjang,2019,8,2,0.0,0.0,0.0,0.0,29.5,31.9,28.0,10.1,28.4
Pasir Panjang,2019,8,3,0.0,0.0,0.0,0.0,29.5,32.3,28.0,10.4,34.9
Pasir Panjang,2019,8,4,0.0,0.0,0.0,0.0,29.2,30.8,28.1,10.1,31.7
Pasir Panjang,2019,8,5,0.0,0.0,0.0,0.0,29.2,31.3,28.1,9.7,33.8
Pasir Panjang,2019,8,6,0.0,0.0,0.0,0.0,29.1,31.9,28.0,8.6,26.6
Pasir Panjang,2019,8,7,0.0,0.0,0.0,0.0,29.1,31.3,27.7,9.0,31.0
Pasir Panjang,2019,8,8,0.0,0.0,0.0,0.0,29.1,31.9,28.0,9.7,37.4
Pasir Panjang,2019,8,9,0.0,0.0,0.0,0.0,29.1,31.0,27.8,9.0,33.1
Pasir Panjang,2019,8,10,0.0,0.0,0.0,0.0,29.3,31.7,28.1,9.0,25.9
Pasir Panjang,2019,8,11,0.0,0.0,0.0,0.0,29.6,32.6,28.0,9.0,31.0
Pasir Panjang,2019,8,12,0.0,0.0,0.0,0.0,29.6,32.0,28.0,9.7,31.3
Pasir Panjang,2019,8,13,0.0,0.0,0.0,0.0,29.5,31.9,28.1,10.1,35.6
Pasir Panjang,2019,8,14,0.0,0.0,0.0,0.0,29.5,32.1,28.0,9.7,34.2
Pasir Panjang,2019,8,15,0.0,0.0,0.0,0.0,29.1,31.8,28.1,11.5,49.7
Pasir Panjang,2019,8,16,0.0,0.0,0.0,0.0,29.5,31.8,28.1,10.1,38.5
Pasir Panjang,2019,8,17,4.4,4.0,4.2,4.4,29.1,31.2,25.1,10.1,36.4
Pasir Panjang,2019,8,18,0.0,0.0,0.0,0.0,29.6,32.2,28.2,11.2,29.5
Pasir Panjang,2019,8,19,0.0,0.0,0.0,0.0,29.4,31.9,27.7,9.4,31.3
Pasir Panjang,2019,8,20,0.0,0.0,0.0,0.0,29.4,32.2,27.9,11.2,30.6
Pasir Panjang,2019,8,21,0.0,0.0,0.0,0.0,29.5,31.7,28.1,10.1,25.9
Pasir Panjang,2019,8,22,0.0,0.0,0.0,0.0,29.5,32.1,28.1,10.4,45.4
Pasir Panjang,2019,8,23,0.0,0.0,0.0,0.0,29.6,32.2,28.2,10.8,28.4
Pasir Panjang,2019,8,24,0.0,0.0,0.0,0.0,29.5,32.2,27.7,9.7,31.3
Pasir Panjang,2019,8,25,0.0,0.0,0.0,0.0,28.9,30.7,27.4,11.9,46.1
Pasir Panjang,2019,8,26,9.2,9.0,9.2,9.2,28.6,31.6,24.7,10.8,32.0
Pasir Panjang,2019,8,27,0.0,0.0,0.0,0.0,27.5,28.8,25.3,13.0,71.3
Pasir Panjang,2019,8,28,0.2,0.2,0.2,0.2,27.4,28.1,26.0,11.2,61.6
Pasir Panjang,2019,8,29,0.0,0.0,0.0,0.0,29.0,31.0,27.5,9.0,28.8
Pasir Panjang,2019,8,30,10.2,10.0,10.2,10.2,28.6,30.1,24.7,10.4,54.4
Pasir Panjang,2019,8,31,0.0,0.0,0.0,0.0,28.9,31.3,27.7,10.8,38.5
Pasir Panjang,2019,9,1,0.0,0.0,0.0,0.0,29.4,31.7,27.9,9.0,35.3
Pasir Panjang,2019,9,2,0.0,0.0,0.0,0.0,29.7,32.5,28.1,9.7,28.1
Pasir Panjang,2019,9,3,0.0,0.0,0.0,0.0,29.6,31.7,28.2,10.1,27.7
Pasir Panjang,2019,9,4,12.2,8.2,11.6,12.2,28.6,31.5,23.5,10.8,46.4
Pasir Panjang,2019,9,5,2.4,2.2,2.4,2.4,29.2,32.3,27.0,9.7,25.9
Pasir Panjang,2019,9,6,0.0,0.0,0.0,0.0,29.2,31.5,27.8,9.7,25.9
Pasir Panjang,2019,9,7,0.0,0.0,0.0,0.0,29.4,31.7,27.8,10.8,29.5
Pasir Panjang,2019,9,8,0.0,0.0,0.0,0.0,29.3,32.0,27.8,10.1,32.0
Pasir Panjang,2019,9,9,0.0,0.0,0.0,0.0,29.4,31.8,27.8,9.7,27.0
Pasir Panjang,2019,9,10,0.0,0.0,0.0,0.0,29.3,32.5,27.8,10.4,29.2
Pasir Panjang,2019,9,11,0.0,0.0,0.0,0.0,29.3,32.4,27.6,10.4,35.6
Pasir Panjang,2019,9,12,0.0,0.0,0.0,0.0,29.2,31.9,27.6,9.4,28.4
Pasir Panjang,2019,9,13,0.0,0.0,0.0,0.0,29.2,32.2,27.7,9.0,32.0
Pasir Panjang,2019,9,14,0.0,0.0,0.0,0.0,28.7,29.9,27.8,7.9,27.4
Pasir Panjang,2019,9,15,0.0,0.0,0.0,0.0,28.9,31.5,27.6,9.7,29.9
Pasir Panjang,2019,9,16,0.0,0.0,0.0,0.0,28.9,31.5,27.4,9.0,28.4
Pasir Panjang,2019,9,17,0.0,0.0,0.0,0.0,29.2,32.0,27.6,9.0,25.9
Pasir Panjang,2019,9,18,0.0,0.0,0.0,0.0,29.3,31.7,27.9,10.8,27.0
Pasir Panjang,2019,9,19,0.0,0.0,0.0,0.0,29.3,31.8,27.8,10.4,27.7
Pasir Panjang,2019,9,20,0.0,0.0,0.0,0.0,29.0,31.7,27.6,9.7,29.2
Pasir Panjang,2019,9,21,0.0,0.0,0.0,0.0,29.3,32.3,27.1,10.1,28.8
Pasir Panjang,2019,9,22,0.0,0.0,0.0,0.0,29.3,32.7,27.1,11.9,32.4
Pasir Panjang,2019,9,23,0.4,0.4,0.4,0.4,28.9,31.8,27.8,10.8,29.9
Pasir Panjang,2019,9,24,0.4,0.4,0.4,0.4,29.5,33.7,27.1,11.9,35.3
Pasir Panjang,2019,9,25,68.4,32.6,39.6,54.2,26.9,29.7,24.0,12.2,45.0
Pasir Panjang,2019,9,26,0.0,0.0,0.0,0.0,28.2,31.0,25.6,13.3,34.9
Pasir Panjang,2019,9,27,0.2,0.2,0.2,0.2,28.7,31.3,27.4,11.5,33.1
Pasir Panjang,2019,9,28,0.0,0.0,0.0,0.0,28.7,31.3,26.8,10.8,38.2
Pasir Panjang,2019,9,29,26.4,15.6,15.6,24.0,28.1,31.5,23.7,13.0,51.1
Pasir Panjang,2019,9,30,42.0,24.2,35.0,35.0,26.9,29.1,23.2,12.6,42.5
Pasir Panjang,2019,10,1,0.0,0.0,0.0,0.0,27.9,29.8,26.1,10.4,27.7
Pasir Panjang,2019,10,2,1.4,0.4,0.6,1.0,27.4,30.5,25.0,12.2,37.4
Pasir Panjang,2019,10,3,0.0,0.0,0.0,0.0,27.7,30.4,25.0,10.4,24.5
Pasir Panjang,2019,10,4,0.0,0.0,0.0,0.0,28.2,30.2,26.9,9.0,32.4
Pasir Panjang,2019,10,5,0.4,0.4,0.4,0.4,28.2,31.5,23.9,9.7,44.6
Pasir Panjang,2019,10,6,0.0,0.0,0.0,0.0,28.8,31.8,26.4,10.8,29.2
Pasir Panjang,2019,10,7,20.2,14.4,19.2,19.4,27.8,31.7,23.7,9.4,38.5
Pasir Panjang,2019,10,8,0.0,0.0,0.0,0.0,27.8,29.9,25.8,13.0,33.1
Pasir Panjang,2019,10,9,0.0,0.0,0.0,0.0,28.5,31.6,26.8,10.8,29.5
Pasir Panjang,2019,10,10,0.0,0.0,0.0,0.0,28.6,31.4,26.3,12.2,32.0
Pasir Panjang,2019,10,11,0.0,0.0,0.0,0.0,29.1,32.3,26.4,11.2,27.7
Pasir Panjang,2019,10,12,0.0,0.0,0.0,0.0,29.1,32.1,27.7,10.8,32.8
Pasir Panjang,2019,10,13,0.0,0.0,0.0,0.0,29.0,32.2,27.1,10.8,33.5
Pasir Panjang,2019,10,14,0.0,0.0,0.0,0.0,29.4,32.9,27.2,10.8,30.2
Pasir Panjang,2019,10,15,0.0,0.0,0.0,0.0,29.1,32.2,27.5,11.2,36.7
Pasir Panjang,2019,10,16,0.0,0.0,0.0,0.0,29.1,31.1,27.4,11.9,32.4
Pasir Panjang,2019,10,17,0.0,0.0,0.0,0.0,28.5,31.2,27.0,11.5,42.8
Pasir Panjang,2019,10,18,2.2,2.2,2.2,2.2,28.0,30.2,26.5,12.6,37.1
Pasir Panjang,2019,10,19,0.0,0.0,0.0,0.0,28.9,31.3,26.8,11.2,31.0
Pasir Panjang,2019,10,20,0.0,0.0,0.0,0.0,28.9,32.0,27.3,10.4,30.6
Pasir Panjang,2019,10,21,3.4,1.0,1.2,1.6,28.6,31.2,26.3,9.7,29.9
Pasir Panjang,2019,10,22,35.0,13.8,18.8,24.0,26.2,28.8,24.0,15.8,48.6
Pasir Panjang,2019,10,23,0.4,0.2,0.2,0.2,27.7,31.3,24.8,12.6,35.6
Pasir Panjang,2019,10,24,0.2,0.2,0.2,0.2,28.7,31.8,27.0,11.2,27.4
Pasir Panjang,2019,10,25,34.8,25.8,32.0,34.8,28.6,33.8,23.4,13.7,52.2
Pasir Panjang,2019,10,26,20.0,14.4,17.0,19.8,27.2,31.0,23.3,14.4,39.6
Pasir Panjang,2019,10,27,14.8,6.2,11.6,13.2,27.4,31.5,25.1,16.6,40.7
Pasir Panjang,2019,10,28,0.0,0.0,0.0,0.0,27.2,29.9,25.2,16.2,47.2
Pasir Panjang,2019,10,29,0.0,0.0,0.0,0.0,28.8,31.4,26.5,13.7,39.2
Pasir Panjang,2019,10,30,0.0,0.0,0.0,0.0,28.4,30.8,26.8,14.8,45.4
Pasir Panjang,2019,10,31,0.0,0.0,0.0,0.0,28.6,30.9,26.7,15.8,56.5
Pasir Panjang,2019,11,1,0.0,0.0,0.0,0.0,28.3,30.7,25.7,17.3,74.9
Pasir Panjang,2019,11,2,0.0,0.0,0.0,0.0,29.5,32.1,27.7,11.5,43.2
Pasir Panjang,2019,11,3,13.6,13.0,13.6,13.6,27.8,30.8,24.0,14.4,67.3
Pasir Panjang,2019,11,4,0.4,0.4,0.4,0.4,29.1,30.8,26.9,14.0,39.2
Pasir Panjang,2019,11,5,19.0,18.6,19.0,19.0,28.5,31.0,24.8,11.9,36.0
Pasir Panjang,2019,11,6,0.0,0.0,0.0,0.0,29.5,31.6,27.6,10.8,32.4
Pasir Panjang,2019,11,7,0.0,0.0,0.0,0.0,29.9,32.2,27.7,13.0,33.5
Pasir Panjang,2019,11,8,21.8,15.4,19.0,21.2,28.1,31.0,23.2,18.7,83.9
Pasir Panjang,2019,11,9,0.0,0.0,0.0,0.0,29.1,32.1,27.2,15.5,44.6
Pasir Panjang,2019,11,10,0.0,0.0,0.0,0.0,28.9,31.5,25.3,19.4,76.7
Pasir Panjang,2019,11,11,0.0,0.0,0.0,0.0,28.9,30.2,26.8,16.6,45.4
Pasir Panjang,2019,11,12,0.0,0.0,0.0,0.0,28.5,31.3,27.3,16.6,48.6
Pasir Panjang,2019,11,13,0.0,0.0,0.0,0.0,29.2,31.9,27.4,14.4,37.4
Pasir Panjang,2019,11,14,0.0,0.0,0.0,0.0,28.4,30.7,27.0,14.4,34.9
Pasir Panjang,2019,11,15,1.4,1.4,1.4,1.4,27.7,29.8,26.6,19.1,47.9
Pasir Panjang,2019,11,16,0.0,0.0,0.0,0.0,28.5,32.0,26.6,15.8,40.0
Pasir Panjang,2019,11,17,0.0,0.0,0.0,0.0,29.4,32.9,27.2,14.0,34.6
Pasir Panjang,2019,11,18,17.6,10.8,10.8,17.2,28.6,32.6,25.1,14.4,51.1
Pasir Panjang,2019,11,19,4.2,2.4,2.6,2.6,27.6,31.0,25.6,15.5,64.1
Pasir Panjang,2019,11,20,16.6,13.6,15.6,15.8,26.7,29.8,24.3,18.0,37.4
Pasir Panjang,2019,11,21,0.0,0.0,0.0,0.0,27.0,29.9,25.8,18.4,43.9
Pasir Panjang,2019,11,22,0.0,0.0,0.0,0.0,27.1,31.1,25.9,16.9,36.0
Pasir Panjang,2019,11,23,0.2,0.2,0.2,0.2,27.0,30.6,24.9,19.1,52.6
Pasir Panjang,2019,11,24,1.0,0.4,0.4,0.8,26.9,30.8,25.7,16.6,36.0
Pasir Panjang,2019,11,25,41.2,30.8,41.0,41.2,27.4,30.8,23.7,16.2,51.5
Pasir Panjang,2019,11,26,0.0,0.0,0.0,0.0,28.6,33.1,25.9,18.4,41.4
Pasir Panjang,2019,11,27,0.0,0.0,0.0,0.0,28.3,31.3,26.4,15.1,39.6
Pasir Panjang,2019,11,28,1.2,1.2,1.2,1.2,28.4,32.1,26.4,15.1,35.6
Pasir Panjang,2019,11,29,45.0,11.2,15.4,26.4,26.9,31.4,24.5,17.3,42.5
Pasir Panjang,2019,11,30,0.6,0.6,0.6,0.6,27.6,32.3,25.6,16.9,37.8
Pasir Panjang,2019,12,1,2.4,2.4,2.4,2.4,28.0,32.5,26.1,16.2,48.6
Pasir Panjang,2019,12,2,22.2,5.8,8.0,14.4,26.5,31.1,23.8,19.1,55.4
Pasir Panjang,2019,12,3,0.0,0.0,0.0,0.0,27.6,30.5,25.5,22.7,52.6
Pasir Panjang,2019,12,4,0.0,0.0,0.0,0.0,28.2,31.1,26.3,23.8,50.4
Pasir Panjang,2019,12,5,0.2,0.2,0.2,0.2,27.8,30.2,26.4,22.0,46.1
Pasir Panjang,2019,12,6,0.0,0.0,0.0,0.0,28.4,32.1,26.3,24.5,50.0
Pasir Panjang,2019,12,7,0.0,0.0,0.0,0.0,28.0,29.8,26.7,23.4,57.2
Pasir Panjang,2019,12,8,0.0,0.0,0.0,0.0,27.0,29.3,25.8,17.6,49.3
Pasir Panjang,2019,12,9,8.6,2.8,4.4,6.2,25.4,27.0,24.1,25.6,55.8
Pasir Panjang,2019,12,10,5.2,1.8,2.8,3.8,26.0,27.3,24.5,19.8,41.0
Pasir Panjang,2019,12,11,16.0,2.4,3.4,6.2,24.5,26.0,23.6,22.3,49.0
Pasir Panjang,2019,12,12,0.0,0.0,0.0,0.0,27.2,31.3,24.0,24.5,50.0
Pasir Panjang,2019,12,13,23.2,12.0,12.6,13.6,25.7,27.6,23.8,21.6,49.3
Pasir Panjang,2019,12,14,23.8,2.8,4.6,8.2,24.5,26.1,23.6,18.7,39.2
Pasir Panjang,2019,12,15,21.6,4.2,6.2,8.0,24.5,25.8,23.7,19.8,35.3
Pasir Panjang,2019,12,16,0.0,0.0,0.0,0.0,25.8,29.7,23.3,21.6,43.2
Pasir Panjang,2019,12,17,4.8,1.6,3.0,4.0,25.9,28.6,25.1,18.7,37.4
Pasir Panjang,2019,12,18,0.4,0.4,0.4,0.4,26.1,29.4,24.6,20.9,49.7
Pasir Panjang,2019,12,19,0.4,0.4,0.4,0.4,26.9,30.5,24.8,19.1,43.6
Pasir Panjang,2019,12,20,0.0,0.0,0.0,0.0,27.4,30.6,25.4,20.2,42.1
Pasir Panjang,2019,12,21,43.2,28.8,41.4,42.6,26.7,29.9,24.5,21.2,44.3
Pasir Panjang,2019,12,22,0.0,0.0,0.0,0.0,27.3,30.3,25.4,22.0,43.9
Pasir Panjang,2019,12,23,0.0,0.0,0.0,0.0,27.4,31.5,25.6,20.5,45.0
Pasir Panjang,2019,12,24,0.0,0.0,0.0,0.0,27.6,31.1,25.6,23.4,52.2
Pasir Panjang,2019,12,25,6.0,5.6,6.0,6.0,27.4,31.2,25.1,20.5,45.7
Pasir Panjang,2019,12,26,0.0,0.0,0.0,0.0,27.6,30.2,25.6,21.6,43.2
Pasir Panjang,2019,12,27,0.0,0.0,0.0,0.0,28.0,32.1,25.7,23.0,47.9
Pasir Panjang,2019,12,28,0.0,0.0,0.0,0.0,27.7,31.4,25.5,22.3,47.9
Pasir Panjang,2019,12,29,0.0,0.0,0.0,0.0,28.1,32.3,25.9,22.0,44.3
Pasir Panjang,2019,12,30,0.0,0.0,0.0,0.0,28.4,32.4,25.8,22.3,45.4
Pasir Panjang,2019,12,31,0.0,0.0,0.0,0.0,28.4,32.3,26.1,22.7,45.7
